ImageID,Labels,Caption
25608.jpg,1,a woman with long black hair appears sleeping peacefully wrapped in tan blanket
11013.jpg,1,Three baseball players standing near a base in the outfield.
25885.jpg,1,A baseball player is trying to hit a ball.
1351.jpg,7,A city under a green sky with the sun over head.
29264.jpg,1,A couple of boys playing a game with a remote controller.
14240.jpg,10 3,A traffic light is green in the night time scene as cars pass.
19553.jpg,8 1 10 3,A busy city street filled with cars and people.
17742.jpg,10,A city street has signs in english and asian writing.
10934.jpg,1,A person is eating a sandwich made with whole wheat bread.
8014.jpg,1 11,A man in a dog costume hugging a giant red fire hydrant.
4665.jpg,8 1,A truck that has some cargo on the back of it.
20635.jpg,1,A person is flying a kite while standing in the water of a beach.
1263.jpg,1,A man standing by a table with two laptops and book bag.
20352.jpg,1,a black and white photo of some people a street and a suitcase
29056.jpg,1,A man sitting at a table with a glass of wine and camera.
3584.jpg,1 2 18,A girl holding a tennis racket is sitting on a chair with a dog.
5524.jpg,1 15,A woman runs along the tennis court while people stand on the side.
7913.jpg,1,A man is catching a frisbee in a grassy field.
7472.jpg,1,A woman wearing a blue and white dress playing tennis.
4723.jpg,1 2 5,A passenger plane flies in the sky above several trees and bicycles.
22407.jpg,14 15,An empty patio with patio tables at a park.
22814.jpg,1 5,a person on an air plane flying in he air
23913.jpg,1,A woman on a grassy field holding a frisbee.
4762.jpg,11,a yellow fire hydrant standing behind the tall grass
4968.jpg,1,A MAN IS SKIING ON A FLAT SKI SURFACE
29021.jpg,1,A man is preparing to serve at a tennis match.
19153.jpg,1 18 6,An overhead view of a bus shows it's rusty roof.
10180.jpg,1 2 3 4 6,A red Double Decker bus stopped next to a bike rack.
13138.jpg,8 1 10 3,A car driving past some shops in front of a traffic light.
12073.jpg,11,A yellow fire hydrant with a blue top is standing in the grass.
16941.jpg,3 1 11,"A fat, vintage fire hydrant is painted coral pink."
20096.jpg,17,A cat sitting in a sink looking back at the camera.
10845.jpg,9,A bridge gates open to allow two boats to pass through.
3517.jpg,1 18,A woman holding a dog while lying on a surf board.
395.jpg,1,A little girl sitting on top of a bed near pillows.
3833.jpg,1,A man riding skis across snow covered ground.
25012.jpg,4,Two black cows tied to posts driven into a cobblestone road.
24289.jpg,1,A baseball player is getting ready to pitch a ball.
4708.jpg,8 1 3,a woman is standing near a curb by a car
27389.jpg,15,A long dirt road going through a forest.
3307.jpg,1 15,Park where people are sitting in the grass and a boy running after a yellow Frisbee.
17013.jpg,1,A woman hitting a tennis ball with a racquet.
6291.jpg,1,A man and a woman playing a video game on the Nintendo Wii.
23226.jpg,1 4,The person with the helmet is riding a motorcycle on the road.
18162.jpg,1,"A boy with arm outstretched, prepared to launch an object into the air."
5440.jpg,11,an orange hydrant on the field well locked
9260.jpg,1,A downhill skier clears a gate on the slope.
15606.jpg,1,a close up of a pizza on a pan on a table
12303.jpg,1,A man riding skis down a snow covered slope.
11078.jpg,1,A person sitting on a chair in front of a desk in the middle of a field.
18082.jpg,10 1 2 3,so many people and vehicles on the street and road signs also
16902.jpg,1,A boy holding a baseball bat at a home plate.
8938.jpg,1,Two young women crouch in a courtyard looking out at ornamental grasses and flowers.
8950.jpg,1,a white building some people and a clock on a gray pole
22216.jpg,1 2,a brown bear some buildings people and a policeman
22343.jpg,3 6,A church parking lot with a school bus.
24659.jpg,8 1 3,Five girls playing with a large soccer ball.
11575.jpg,1 15,A baseball batter jumps back to avoid a body hit.
28393.jpg,9 18 1,A dog stares eagerly while standing at the edge of a boat.
24294.jpg,1,A cow walking along a beach covered in sand.
11784.jpg,1,A man playing a video game and holding a shot glass.
17299.jpg,18,A small dog holding a blue and black Frisbee in his mouth.
1385.jpg,1,A group of workers separating banana bunches in a factory.
20998.jpg,9,Boat docked in canal or river with trees.
10484.jpg,1 15,a man pets a sheep as it is chained up
24265.jpg,1 19,A person falling of the side of a horse as it rides
5088.jpg,1,A group of people riding a subway train holding smart phones.
24485.jpg,1 4,A strange-looking motorcycle is parked by the curb.
26202.jpg,1,Grandma watches as granddaughter uses a pair of scissors
12097.jpg,8 1 3,Group of people walking down the street in the rain.
895.jpg,17,A cat sits by four matching luggage bags.
29170.jpg,16 1,A bird perches itself on a man's hand while eating.
21882.jpg,18,Orange puffy dog standing in the light on a tile floor.
18187.jpg,16 9,a number of birds on ropes from a boat
12196.jpg,1,The action in an organized baseball game played on grass.
1225.jpg,1,A baseball player playing a game of baseball
15964.jpg,1,A group of people kiteboarding in the middle of a body of water.
6408.jpg,1,Two pretty women and a man holding Nintendo Wii controllers.
16084.jpg,1,a snowboarder in a black and white shirt is doing a trick
12184.jpg,1 15,A baseball player is attempting to hit the ball.
18687.jpg,10 1 2 3,A person crossing a street next to a traffic light.
4754.jpg,1,A woman playing tennis on a tennis court.
11811.jpg,2,A table with four computers sitting on it.
22698.jpg,1,A woman cutting a cake on a wooden table.
6955.jpg,1 10 3 7,This ride is a train taking families around a track
6110.jpg,17,a cat sitting in a black suitcase looking into the camera
24588.jpg,1,A bearded man with a bald head brushing his teeth.
6761.jpg,1 10 3 4,A view of a street filled with people.
8619.jpg,1,A beautiful young blonde lunging forward holding a tennis racquet.
16533.jpg,1,A little boy holding a plastic bat on a field.
7962.jpg,1,a flight attendant in a white shirt and a plastic bag
13592.jpg,18,A dog is sating in a blue chair.
14400.jpg,15,Two empty stone park benches placed up against a stone wall.
14967.jpg,1 18,A woman sitting on the ground with an animal in her hands.
22802.jpg,1,A little boy on the beach trying to fly a kite.
4860.jpg,10,A picture of some stop and go lights at an busy intersection.
15442.jpg,1,A beautiful woman riding a boogie board on a wave in the ocean.
10667.jpg,19,A brown and black horse stands in a field wearing a harness
20340.jpg,1,A bald man holding a box filled with donuts.
12165.jpg,1,A baseball player standing next to home plate holding a bat.
26254.jpg,17,A cat is seated while he wears a collar and tie.
6266.jpg,1,"A man is hunched over, standing on red earth, while wearing non-traditional tennis clothes, and grasping a racquet with both hands."
10414.jpg,9 1,A man in a boat in a large lake.
15130.jpg,3 14,A parking meter on a sidewalk next to a street.
26037.jpg,1 2,A man in a red jacket riding a skateboard down a street.
292.jpg,2,a desk filled with assorted electronics and a phone
3796.jpg,1 19 15,A man sitting down watching horses on a beach.
10419.jpg,8 3,a red car is parked in the grass
20938.jpg,14,A machine where you pay for parking.
15467.jpg,18,A grey and black dog standing on a white table with lattice in background.
3904.jpg,1 3,A man leaning on another man while smiling.
28831.jpg,1 7,Two women sit on a sidewalk near a street with a train passing by.
20864.jpg,1 6,A woman carrying luggage near an airport shuttle.
9466.jpg,1,She will surf anywhere there are available waves.
12656.jpg,1 15,A couple of men holding tennis racquets on a tennis court.
14568.jpg,1,A man in a checkered shirt is holding up his daughter so she can pet the elephant.
29651.jpg,16 15,A flock of birds sitting on top of a lush green field near a lake.
28678.jpg,1,A man flying through the air on a snowboard.
27682.jpg,1 15,A middle aged woman wears a striped sweater coat next to a river.
11015.jpg,1 15,A group of teenagers dressed as zombies mill about.
27256.jpg,17,A black cat stands on a ledge in a bathroom.
20348.jpg,8 3,A group of trucks sitting on top of a dirt field.
21464.jpg,1,A person on a snowboard jumping off a ramp.
26311.jpg,1,A cross country skier is stopping along a path.
19852.jpg,9,A set of bulls lying on the ground next to a boat.
7702.jpg,1,a person holding a fork eating a salad
24386.jpg,1 4,A man riding an orange motorcycle down a road next to a bush covered landscape.
16434.jpg,1 2 3 6,A long blue and white bus parked in front of a tall building.
4636.jpg,1,A person riding skis down a snow covered slope.
22427.jpg,1,This girl is opening her mouth to eat a breadstick.
19733.jpg,17 3,"A black and white colored cat and a dark colored cat with stripes, both sitting on opposites sides of a piece of furniture and looking out of a window."
2788.jpg,1,a woman is playing tennis on the court with a friend
6268.jpg,17 15,A cat laying on top of a bench wearing a collar.
13093.jpg,8,A large truck sits beside a barn in the middle of a forest.
1180.jpg,18 3,A dog with its paws on a steering wheel and on coming car.
25706.jpg,18,A dog is resting on a bed with pillows.
61.jpg,1 4,A motorcycle is parked outside of a cafe.
25370.jpg,1 3 4 6,Two tvs and a table sitting on the sidewalk.
14557.jpg,8 5,A large passenger plane being pulled along an airport tarmac.
10049.jpg,1 4 7,A bunch of people sitting on tiny motorcycles in an arcade.
15622.jpg,15,There is no image here to provide a caption for.
23521.jpg,10 1 2 3,A crowd of people riding bikes through a city.
5422.jpg,1,a man on a skis rides through the snow
11685.jpg,1,A couple of women shaking hands on top of a tennis court.
15902.jpg,1 3 7 10 13,A yellow trolley passing by street intersection at night.
16177.jpg,1,A young man is eating dry Lucky Charms.
1459.jpg,1,an unfinished bathroom with a bath tub and a mirror
16248.jpg,1 3 15,A swimming pool near a bench and trees in a park.
17105.jpg,8 3 5,A large passenger jet sitting on top of a tarmac.
15319.jpg,1,"There is a young girl sitting at a table eating food, she has blonde hair and a pink striped shirt"
5358.jpg,6,A red bus parked on the side of the road.
29806.jpg,8 1,A blue truck tractor parked on the roadside
26605.jpg,1,A young boy holding a baseball bat next to a swing.
2186.jpg,1,A man with a beard and an LSU hat on while on a cell phone.
27872.jpg,1 2,The bicycle is parked against a wall next to an ocean beach.
7336.jpg,1 3,A group of people sitting and standing on a yard.
10995.jpg,1,A person walking across a street with an umbrella.
452.jpg,1,Two women standing in front of a metal yellow bin with a purple teddy bear.
17213.jpg,1,A man standing on a pitchers mound throwing a baseball.
29563.jpg,1,A couple makes use of the mirror to take selfies
9778.jpg,8 1,A woman and a man standing on a tennis court holding racquet.
1395.jpg,3 1 11,A young woman perched upon a white fire hydrant posing with her arms stretched out.
14951.jpg,1 6 15,A bright red bus among other busses in a parking lot.
15458.jpg,8 1 3 7,A train hauling a van is crossing some railroad tracks.
10026.jpg,1,there are many people that are standing in the snow
29390.jpg,1,A group of people sit at a table with hats on.
3889.jpg,1,A beautiful woman standing on a tennis court holding a racquet.
10866.jpg,1 15,LADY LOOKING AT A GIANT BLOW UP MOBILE PHONE
24688.jpg,1 18 9,A man that is standing on concrete by a dog.
15122.jpg,8 1 5,An airport with an airplane parked on top of it's runway.
17426.jpg,1,some people that are surfing in some water
596.jpg,1,a person riding a surf board on a wave
5620.jpg,1,two people standing near one another holding an open umbrella
21676.jpg,3 13,"A red stop sign with the words  The Hate "" written beneath stop."""
13043.jpg,1 3 13,A group of young children playing a game of frisbee.
27706.jpg,14,A lamp is standing on the curb next to a parking meter.
23433.jpg,1,A woman hanging from a hamburger kite flying through a blue sky.
11055.jpg,1,Two women sharing a piece of pizza together.
23192.jpg,8 1 18,some children are in a yard and one has a dog on a leash
5639.jpg,1,A glass of wine sitting on top of a table next to a bottle of wine.
4849.jpg,1,A baby sitting on a black leather couch while a little boy plays with a book next to the couch.
3299.jpg,17 1,A man giving a cat a piece of mushroom from a pizza.
64.jpg,1,The kite surfer is spraying up water as he surfs.
